2024-04-07T14:22:26.300467,Basil 1_2,0.0
2024-04-07T14:22:26.300467,Basil 1_3,0.0
2024-04-07T14:22:26.300467,China Aster 1_1,0.0
2024-04-07T14:22:26.300467,China Aster 1_2,0.0
2024-04-07T14:22:26.300467,China Aster 1_3,0.0
2024-04-07T14:22:26.300467,Basil 2_1,0.0
2024-04-07T14:22:26.300467,Basil 2_2,0.0
2024-04-07T14:22:26.300467,Basil 2_3,0.0
2024-04-07T14:22:26.300467,China Aster 2_1,0.0
2024-04-07T14:22:26.300467,China Aster 2_2,0.0
2024-04-07T14:22:27.095935,Basil 1_2,0.0
2024-04-07T14:22:27.095935,Basil 1_3,0.0
2024-04-07T14:22:27.095935,China Aster 1_1,0.0
2024-04-07T14:22:27.095935,China Aster 1_2,0.0
2024-04-07T14:22:27.095935,China Aster 1_3,0.0
2024-04-07T14:22:27.095935,Basil 2_1,0.0
2024-04-07T14:22:27.095935,Basil 2_2,0.0
2024-04-07T14:22:27.095935,Basil 2_3,0.0
2024-04-07T14:22:27.095935,China Aster 2_1,0.0
2024-04-07T14:22:27.095935,China Aster 2_2,0.0
2024-04-07T14:22:27.888154,Basil 1_2,0.0
2024-04-07T14:22:27.888154,Basil 1_3,0.0
2024-04-07T14:22:27.888154,China Aster 1_1,0.0
2024-04-07T14:22:27.888154,China Aster 1_2,0.0
2024-04-07T14:22:27.888154,China Aster 1_3,0.0
2024-04-07T14:22:27.888154,Basil 2_1,0.0
2024-04-07T14:22:27.888154,Basil 2_2,0.0
2024-04-07T14:22:27.888154,Basil 2_3,0.0
2024-04-07T14:22:27.888154,China Aster 2_1,0.0
2024-04-07T14:22:27.888154,China Aster 2_2,0.0
2024-04-07T14:22:28.684219,Basil 1_2,0.0
2024-04-07T14:22:28.684219,Basil 1_3,0.0
2024-04-07T14:22:28.684219,China Aster 1_1,0.0
2024-04-07T14:22:28.684219,China Aster 1_2,0.0
2024-04-07T14:22:28.684219,China Aster 1_3,0.0
2024-04-07T14:22:28.684219,Basil 2_1,0.0
2024-04-07T14:22:28.684219,Basil 2_2,0.0
2024-04-07T14:22:28.684219,Basil 2_3,0.0
2024-04-07T14:22:28.684219,China Aster 2_1,0.0
2024-04-07T14:22:28.684219,China Aster 2_2,0.0
2024-04-07T14:22:29.479985,Basil 1_2,0.0
2024-04-07T14:22:29.479985,Basil 1_3,0.0
2024-04-07T14:22:29.479985,China Aster 1_1,0.0
2024-04-07T14:22:29.479985,China Aster 1_2,0.0
2024-04-07T14:22:29.479985,China Aster 1_3,0.0
2024-04-07T14:22:29.479985,Basil 2_1,0.0
2024-04-07T14:22:29.479985,Basil 2_2,0.0
2024-04-07T14:22:29.479985,Basil 2_3,0.0
2024-04-07T14:22:29.479985,China Aster 2_1,0.0
2024-04-07T14:22:29.479985,China Aster 2_2,0.0
2024-04-07T14:22:30.276625,Basil 1_2,0.0
2024-04-07T14:22:30.276625,Basil 1_3,0.0
2024-04-07T14:22:30.276625,China Aster 1_1,0.0
